date,Year,Month,Weekday Name,drug_code,ddd_sales,drug_name,abc_class,ved_class,atc_desc,priority,day_of_week,is_weekend,quarter,week_of_year
07/02/2017,2017,2,Tuesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,1,6
08/02/2017,2017,2,Wednesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,1,6
09/02/2017,2017,2,Thursday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,1,6
10/02/2017,2017,2,Friday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,1,6
11/02/2017,2017,2,Saturday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,1,6
12/02/2017,2017,2,Sunday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,1,6
13/02/2017,2017,2,Monday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,1,7
14/02/2017,2017,2,Tuesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,1,7
15/02/2017,2017,2,Wednesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,1,7
16/02/2017,2017,2,Thursday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,1,7
17/02/2017,2017,2,Friday,R06,1.2,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,1,7
18/02/2017,2017,2,Saturday,R06,3.1,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,1,7
19/02/2017,2017,2,Sunday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,1,7
20/02/2017,2017,2,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,1,8
21/02/2017,2017,2,Tuesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,1,8
22/02/2017,2017,2,Wednesday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,1,8
23/02/2017,2017,2,Thursday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,1,8
24/02/2017,2017,2,Friday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,1,8
25/02/2017,2017,2,Saturday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,1,8
26/02/2017,2017,2,Sunday,R06,1.2,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,1,8
27/02/2017,2017,2,Monday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,1,9
28/02/2017,2017,2,Tuesday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,1,9
01/03/2017,2017,3,Wednesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,1,9
02/03/2017,2017,3,Thursday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,1,9
03/03/2017,2017,3,Friday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,1,9
04/03/2017,2017,3,Saturday,R06,4.5,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,1,9
05/03/2017,2017,3,Sunday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,1,9
06/03/2017,2017,3,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,1,10
07/03/2017,2017,3,Tuesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,1,10
08/03/2017,2017,3,Wednesday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,1,10
09/03/2017,2017,3,Thursday,R06,2.5,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,1,10
10/03/2017,2017,3,Friday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,1,10
11/03/2017,2017,3,Saturday,R06,3.5,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,1,10
12/03/2017,2017,3,Sunday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,1,10
13/03/2017,2017,3,Monday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,1,11
14/03/2017,2017,3,Tuesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,1,11
15/03/2017,2017,3,Wednesday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,1,11
16/03/2017,2017,3,Thursday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,1,11
17/03/2017,2017,3,Friday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,1,11
18/03/2017,2017,3,Saturday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,1,11
19/03/2017,2017,3,Sunday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,1,11
20/03/2017,2017,3,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,1,12
21/03/2017,2017,3,Tuesday,R06,5.3,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,1,12
22/03/2017,2017,3,Wednesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,1,12
23/03/2017,2017,3,Thursday,R06,3.5,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,1,12
24/03/2017,2017,3,Friday,R06,6.3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,1,12
25/03/2017,2017,3,Saturday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,1,12
26/03/2017,2017,3,Sunday,R06,8,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,1,12
27/03/2017,2017,3,Monday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,1,13
28/03/2017,2017,3,Tuesday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,1,13
29/03/2017,2017,3,Wednesday,R06,4.5,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,1,13
30/03/2017,2017,3,Thursday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,1,13
31/03/2017,2017,3,Friday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,1,13
01/04/2017,2017,4,Saturday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,13
02/04/2017,2017,4,Sunday,R06,12.4,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,13
03/04/2017,2017,4,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,14
04/04/2017,2017,4,Tuesday,R06,5.5,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,14
05/04/2017,2017,4,Wednesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,14
06/04/2017,2017,4,Thursday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,14
07/04/2017,2017,4,Friday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,14
08/04/2017,2017,4,Saturday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,14
09/04/2017,2017,4,Sunday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,14
10/04/2017,2017,4,Monday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,15
11/04/2017,2017,4,Tuesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,15
12/04/2017,2017,4,Wednesday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,15
13/04/2017,2017,4,Thursday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,15
14/04/2017,2017,4,Friday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,15
15/04/2017,2017,4,Saturday,R06,5.2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,15
16/04/2017,2017,4,Sunday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,15
17/04/2017,2017,4,Monday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,16
18/04/2017,2017,4,Tuesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,16
19/04/2017,2017,4,Wednesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,16
20/04/2017,2017,4,Thursday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,16
21/04/2017,2017,4,Friday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,16
22/04/2017,2017,4,Saturday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,16
23/04/2017,2017,4,Sunday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,16
24/04/2017,2017,4,Monday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,17
25/04/2017,2017,4,Tuesday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,17
26/04/2017,2017,4,Wednesday,R06,8.3,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,17
27/04/2017,2017,4,Thursday,R06,10,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,17
28/04/2017,2017,4,Friday,R06,7,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,17
29/04/2017,2017,4,Saturday,R06,8,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,17
30/04/2017,2017,4,Sunday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,17
01/05/2017,2017,5,Monday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,18
02/05/2017,2017,5,Tuesday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,18
03/05/2017,2017,5,Wednesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,18
04/05/2017,2017,5,Thursday,R06,4.1,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,18
05/05/2017,2017,5,Friday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,18
06/05/2017,2017,5,Saturday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,18
07/05/2017,2017,5,Sunday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,18
08/05/2017,2017,5,Monday,R06,5.6,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,19
09/05/2017,2017,5,Tuesday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,19
10/05/2017,2017,5,Wednesday,R06,7,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,19
11/05/2017,2017,5,Thursday,R06,10,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,19
12/05/2017,2017,5,Friday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,19
13/05/2017,2017,5,Saturday,R06,7,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,19
14/05/2017,2017,5,Sunday,R06,2.1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,19
15/05/2017,2017,5,Monday,R06,7,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,20
16/05/2017,2017,5,Tuesday,R06,7,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,20
17/05/2017,2017,5,Wednesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,20
18/05/2017,2017,5,Thursday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,20
19/05/2017,2017,5,Friday,R06,10,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,20
20/05/2017,2017,5,Saturday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,20
21/05/2017,2017,5,Sunday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,20
22/05/2017,2017,5,Monday,R06,11,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,21
23/05/2017,2017,5,Tuesday,R06,7,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,21
24/05/2017,2017,5,Wednesday,R06,4.71,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,21
25/05/2017,2017,5,Thursday,R06,4.3,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,21
26/05/2017,2017,5,Friday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,21
27/05/2017,2017,5,Saturday,R06,10,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,21
28/05/2017,2017,5,Sunday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,21
29/05/2017,2017,5,Monday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,22
30/05/2017,2017,5,Tuesday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,22
31/05/2017,2017,5,Wednesday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,22
01/06/2017,2017,6,Thursday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,22
02/06/2017,2017,6,Friday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,22
03/06/2017,2017,6,Saturday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,22
04/06/2017,2017,6,Sunday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,22
05/06/2017,2017,6,Monday,R06,8,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,23
06/06/2017,2017,6,Tuesday,R06,7.5,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,23
07/06/2017,2017,6,Wednesday,R06,7,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,23
08/06/2017,2017,6,Thursday,R06,4.2,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,23
09/06/2017,2017,6,Friday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,23
10/06/2017,2017,6,Saturday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,23
11/06/2017,2017,6,Sunday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,23
12/06/2017,2017,6,Monday,R06,12,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,24
13/06/2017,2017,6,Tuesday,R06,9.1,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,24
14/06/2017,2017,6,Wednesday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,24
15/06/2017,2017,6,Thursday,R06,6.5,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,24
16/06/2017,2017,6,Friday,R06,5.44,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,24
17/06/2017,2017,6,Saturday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,24
18/06/2017,2017,6,Sunday,R06,3.33,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,24
19/06/2017,2017,6,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,25
20/06/2017,2017,6,Tuesday,R06,8.63,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,25
21/06/2017,2017,6,Wednesday,R06,5.4,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,25
22/06/2017,2017,6,Thursday,R06,11,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,25
23/06/2017,2017,6,Friday,R06,1.2,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,25
24/06/2017,2017,6,Saturday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,2,25
25/06/2017,2017,6,Sunday,R06,4.6,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,2,25
26/06/2017,2017,6,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,2,26
27/06/2017,2017,6,Tuesday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,2,26
28/06/2017,2017,6,Wednesday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,2,26
29/06/2017,2017,6,Thursday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,2,26
30/06/2017,2017,6,Friday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,2,26
01/07/2017,2017,7,Saturday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,26
02/07/2017,2017,7,Sunday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,26
03/07/2017,2017,7,Monday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,27
04/07/2017,2017,7,Tuesday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,27
05/07/2017,2017,7,Wednesday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,27
06/07/2017,2017,7,Thursday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,27
07/07/2017,2017,7,Friday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,27
08/07/2017,2017,7,Saturday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,27
09/07/2017,2017,7,Sunday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,27
10/07/2017,2017,7,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,28
11/07/2017,2017,7,Tuesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,28
12/07/2017,2017,7,Wednesday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,28
13/07/2017,2017,7,Thursday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,28
14/07/2017,2017,7,Friday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,28
15/07/2017,2017,7,Saturday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,28
16/07/2017,2017,7,Sunday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,28
17/07/2017,2017,7,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,29
18/07/2017,2017,7,Tuesday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,29
19/07/2017,2017,7,Wednesday,R06,6,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,29
20/07/2017,2017,7,Thursday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,29
21/07/2017,2017,7,Friday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,29
22/07/2017,2017,7,Saturday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,29
23/07/2017,2017,7,Sunday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,29
24/07/2017,2017,7,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,30
25/07/2017,2017,7,Tuesday,R06,0.1,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,30
26/07/2017,2017,7,Wednesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,30
27/07/2017,2017,7,Thursday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,30
28/07/2017,2017,7,Friday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,30
29/07/2017,2017,7,Saturday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,30
30/07/2017,2017,7,Sunday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,30
31/07/2017,2017,7,Monday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,31
01/08/2017,2017,8,Tuesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,31
02/08/2017,2017,8,Wednesday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,31
03/08/2017,2017,8,Thursday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,31
04/08/2017,2017,8,Friday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,31
05/08/2017,2017,8,Saturday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,31
06/08/2017,2017,8,Sunday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,31
07/08/2017,2017,8,Monday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,32
08/08/2017,2017,8,Tuesday,R06,4.2,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,32
09/08/2017,2017,8,Wednesday,R06,2.2,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,32
10/08/2017,2017,8,Thursday,R06,1.1,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,32
11/08/2017,2017,8,Friday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,32
12/08/2017,2017,8,Saturday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,32
13/08/2017,2017,8,Sunday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,32
14/08/2017,2017,8,Monday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,33
15/08/2017,2017,8,Tuesday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,33
16/08/2017,2017,8,Wednesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,33
17/08/2017,2017,8,Thursday,R06,1.5,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,33
18/08/2017,2017,8,Friday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,33
19/08/2017,2017,8,Saturday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,33
20/08/2017,2017,8,Sunday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,33
21/08/2017,2017,8,Monday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,34
22/08/2017,2017,8,Tuesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,34
23/08/2017,2017,8,Wednesday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,34
24/08/2017,2017,8,Thursday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,34
25/08/2017,2017,8,Friday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,34
26/08/2017,2017,8,Saturday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,34
27/08/2017,2017,8,Sunday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,34
28/08/2017,2017,8,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,35
29/08/2017,2017,8,Tuesday,R06,2.1,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,35
30/08/2017,2017,8,Wednesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,35
31/08/2017,2017,8,Thursday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,35
01/09/2017,2017,9,Friday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,35
02/09/2017,2017,9,Saturday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,35
03/09/2017,2017,9,Sunday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,35
04/09/2017,2017,9,Monday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,36
05/09/2017,2017,9,Tuesday,R06,1.3,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,36
06/09/2017,2017,9,Wednesday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,36
07/09/2017,2017,9,Thursday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,36
08/09/2017,2017,9,Friday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,36
09/09/2017,2017,9,Saturday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,36
10/09/2017,2017,9,Sunday,R06,4.2,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,36
11/09/2017,2017,9,Monday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,37
12/09/2017,2017,9,Tuesday,R06,2.2,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,37
13/09/2017,2017,9,Wednesday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,37
14/09/2017,2017,9,Thursday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,37
15/09/2017,2017,9,Friday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,37
16/09/2017,2017,9,Saturday,R06,1.2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,37
17/09/2017,2017,9,Sunday,R06,5,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,37
18/09/2017,2017,9,Monday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,38
19/09/2017,2017,9,Tuesday,R06,9,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,38
20/09/2017,2017,9,Wednesday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,38
21/09/2017,2017,9,Thursday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,38
22/09/2017,2017,9,Friday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,38
23/09/2017,2017,9,Saturday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,38
24/09/2017,2017,9,Sunday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,3,38
25/09/2017,2017,9,Monday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,3,39
26/09/2017,2017,9,Tuesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,3,39
27/09/2017,2017,9,Wednesday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,3,39
28/09/2017,2017,9,Thursday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,3,39
29/09/2017,2017,9,Friday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,3,39
30/09/2017,2017,9,Saturday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,3,39
01/10/2017,2017,10,Sunday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,4,39
02/10/2017,2017,10,Monday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,4,40
03/10/2017,2017,10,Tuesday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,4,40
04/10/2017,2017,10,Wednesday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,4,40
05/10/2017,2017,10,Thursday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,3,0,4,40
06/10/2017,2017,10,Friday,R06,2,Antihistamine,C,E,Seasonal demand pattern,C-E,4,0,4,40
07/10/2017,2017,10,Saturday,R06,1,Antihistamine,C,E,Seasonal demand pattern,C-E,5,1,4,40
08/10/2017,2017,10,Sunday,R06,4,Antihistamine,C,E,Seasonal demand pattern,C-E,6,1,4,40
09/10/2017,2017,10,Monday,R06,0,Antihistamine,C,E,Seasonal demand pattern,C-E,0,0,4,41
10/10/2017,2017,10,Tuesday,R06,3,Antihistamine,C,E,Seasonal demand pattern,C-E,1,0,4,41
11/10/2017,2017,10,Wednesday,R06,2.5,Antihistamine,C,E,Seasonal demand pattern,C-E,2,0,4,41
